Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
2002 Toyota Camry,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ilishan,1236
2002 Toyota Camry,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ogbomosho,1354
NISSAN MICRA 2014,"1,000,000",Nissan,Micra,2002,,Automatic,,Petrol,,Uyo,42438
2008 Toyota Camry Very Neat,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,635824
"Toyota Camry 2003, Automatic ","1,500,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,24000
2004 Toyota Camry Very Neat,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,358300
2004 Toyota Camry Very Neat,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,358241
Very Clean Toyota Camry Very Neat,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,358421
2010 Toyota Corolla sport is full of options buy and drive ,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,1000
2009 Toyota Camry is full of options buy and drive ,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,1000
2005 Toyota Corolla sport is full of options buy and drive ,"1,200,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Harcourt,1000
Toyota Camry for sale,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,1000
Toyota Highlander For Sale,"1,700,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Ekiti,2000
Toyota Venza For Sale At Affordable Price,"1,800,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abuja,2000
Lexus RX 330 For Sale,"1,300,000",Lexus,RX,2002,,Automatic,,Petrol,,Abuja,2000
Lexus ES 350 For sale at Affordable Price,"1,200,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,1000
Toyota Camry For Sale At Affordable Price,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abakaliki,1000
"Honda Accord 2003, Automatic","1,200,000",Honda,Accord,2003,,Automatic,,Petrol,,Lagos,45000
"Toyota Highlander 2002, Automatic","1,100,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Lagos,46870
"Lexus RX 2003, Automatic","1,600,000",Lexus,RX,2003,,Automatic,,Petrol,,Lagos,46780
"Honda Civic 2002, Automatic","1,100,000",Honda,Civic,2002,,Automatic,,Petrol,,Lagos,46807
"Nissan Armada 2004, Automatic ","1,200,000",Nissan,Almera,2004,,Automatic,,Petrol,,Lagos,46780
2002 Toyota Avalon,"1,100,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Lagos,46000
"Lexus RX 2002, Automatic ","1,600,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,46000
"Mercedes-Benz CL 2003, Automatic","1,500,000",Mercedes,CL -class,2003,,Automatic,,Petrol,,Lagos,45805
"Toyota Sienna 2003, Automatic","1,600,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Lagos,45870
"Toyota Hilux 2005, Automatic ","2,000,000",Toyota,Hilux,2005,,Automatic,,Petrol,,Lagos,45000
2005 Toyota Rav4,"2,000,000",Toyota,RAV4,2005,,Automatic,,Petrol,,Lagos,75404
2003 Toyota Rav4 ,"1,600,000",Toyota,RAV4,2003,,Automatic,,Petrol,,Lagos,75045
"Toyota Matrix 2003, Automatic ","1,200,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,75405
"Toyota Avalon 2000, Automatic","1,200,000",Toyota,Avalon,2001,,Automatic,,Petrol,,Lagos,75804
Tokunbo Toyota Venza,"1,600,000",Toyota,Venza,2003,,Automatic,,Petrol,,Lagos,42085
"Toyota Venza 2003, Automatic ","1,600,000",Toyota,Venza,2003,,Automatic,,Petrol,,Lagos,45208
2093 Toyota Corolla,"1,500,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,42078
"Honda Civic 2001, Automatic 

","1,100,000",Honda,Accord,2001,,Automatic,,Petrol,,Lagos,45280
"Toyota Camry 2002, Automatic ","1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,25000
toyota sienna 2003 ,"1,050,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Zaria,45309
"Ford Edge 2002, Automatic - ","1,400,000",Ford,Edge,2002,,Automatic,,Petrol,,Lagos,45780
"Toyota Sienna 2001, Automatic","1,100,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Lagos,75804
"Lexus RX 350 2003, Automatic","1,600,000",Lexus,RX,2003,,Automatic,,Petrol,,Lagos,458070
"Toyota Highlander 2002, Automatic","1,100,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Lagos,74850
volkswagen golf 3 ,"1,000,000",Volkswagen,Golf,2002,,Manual,,Petrol,,Ekiti,13564
2003 Toyota Venza,"1,800,000",Toyota,Venza,2003,,Automatic,,Petrol,,Lagos,74580
"Toyota Camry 2002, Automatic ","1,300,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,45084
"Toyota Corolla 2003, Automatic","1,500,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,24000
lexus SC 330,"1,350,000",Lexus,SC,2002,,Automatic,,Petrol,,Harcourt,1373
2010 toyota corolla ,"2,000,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Abuja,2409
Toyota Corolla For sale,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,1000
Lexus RX 350 For Sale At Affordable Price,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Abuja,2000
Mercedes Benz 4 matic For Sale At Affordable Price,"1,800,000",Mercedes,ML -class AMG,2002,,Automatic,,Petrol,,Abuja,1400
Toyota Camry For Sale At Affordable Price,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,1300
toyota rav4 2008 ,"1,800,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Lagos,87111
Toyota Sienna For sale,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abeokuta,1100
Toyota Solara For Sale At Affordable Price,"1,000,000",Toyota,Solara,2001,,Automatic,,Petrol,,Abakaliki,1000
toyota rav4 2003 model.,"1,250,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Asaba,87301
volkswagen golf 3 1999 model,"1,050,000",Volkswagen,Golf,2002,,Manual,,Petrol,,Minna,78908
2007 Toyota RAV4,"1,150,000",Toyota,RAV4,2001,,Automatic,,Petrol,,Ibadan,1234
2016 Lexus RX 350,"2,200,000",Lexus,RX,2001,,Automatic,,Petrol,,Harcourt,1234
2014 Mercedes-Benz ml 350,"1,800,000",Mercedes,ML -class AMG,2001,,Automatic,,Petrol,,Owerri,1234
2011 Toyota sienna,"1,200,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Eleme,1234
2006 Toyota sienna,"1,000,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Harcourt,1234
2012 Honda crosstour,"1,200,000",Honda,Crosstour,2001,,Automatic,,Petrol,,Lagos,1234
2005 Chrysler 300 limited,"1,300,000",Chrysler,300M,2001,,Automatic,,Petrol,,Abuja,1234
2012 Acura MDX for urgent sale,"1,300,000",Acura,MDX,2001,,Automatic,,Petrol,,Akokwa,1234
2009 Acura MDX for sale,"1,200,000",Acura,MDX,2001,,Automatic,,Petrol,,Uyo,1234
2011 Ford Edge,"1,200,000",Ford,Edge,2001,,Automatic,,Petrol,,Lagos,1234
2016 BMW x6 ,"2,000,000",BMW,X6,2001,,Automatic,,Petrol,,Lagos,1234
2015 BMW x5,"1,800,000",BMW,X5,2001,,Automatic,,Petrol,,Garki,1234
2010 Lexus ES 350 for sale,"1,100,000",Lexus,ES,2001,,Automatic,,Petrol,,Benin,1234
2009 Lexus ES 350 ,"1,000,000",Lexus,ES,2001,,Automatic,,Petrol,,Warri,1234
2014 range Rover for urgent sale,"1,800,000",Rover,Maestro,2001,,Automatic,,Petrol,,Uwani,1234
2015 Lexus Rx 350 for sale,"1,700,000",Lexus,RX,2001,,Automatic,,Petrol,,Abuja,1288
2003 Toyota Venza,"1,800,000",Toyota,Venza,2003,,Automatic,,Petrol,,Lagos,74405
Toyota Highlander,"1,500,000",Toyota,Prado,2001,,Automatic,,Petrol,,Ogbomosho,1234
2002 Toyota Matrix,"1,600,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,74580
Toyota prado,"2,000,000",Toyota,Prado,2001,,Automatic,,Petrol,,Ogbomosho,1234
Toyota avensis 2010,"1,000,000",Toyota,Avensis,2001,,Automatic,,Petrol,,Ogbomosho,1234
clean tokunbo Lexus gx460 2020,"25,000,000",Lexus,GX,2001,,Automatic,,Petrol,,Ogbomosho,1234
Lexus gx 350in,"1,500,000",Lexus,GX,2001,,Automatic,,Petrol,,Ogbomosho,1234
clean 2015 Toyota sienna,"2,500,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Ogbomosho,1234
2014 Mercedes Benz c class,"1,000,000",Mercedes,C -class,2001,,Automatic,,Petrol,,Ogbomosho,1234
clean Audi a8 quatro,"1,000,000",Audi,A8,2001,,Automatic,,Petrol,,Ogbomosho,1234
2015 Toyota Corolla,"2,000,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Ogbomosho,1234
2015 Toyota Corolla ,"1,500,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Ogbomosho,1234
Toyota Camry 2015,"2,000,000",Toyota,Camry,2001,,Automatic,,Petrol,,Ogbomosho,1234
brand new 2014 Toyota Avalon ,"1,000,000",Toyota,Avalon,2001,,Automatic,,Petrol,,Ogbomosho,1234
CLEAN LEXUS RX350,"2,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Abuja,19567
2005 Mercedes-Benz C240 Wagon Automatic Foreign Used,"2,500,000",Mercedes,C -class,2005,,Automatic,,Petrol,,Lagos,252958
toyota previa 1998,"1,050,000",Toyota,Previa,2002,,Automatic,,Petrol,,Minna,2129
Toyota Highlander For Sale,"1,250,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Abuja,2000
Toyota Camry For Sale At Affordable Price,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,1200
Toyota Solara For Sale At Affordable Price,"1,000,000",Toyota,Solara,2002,,Automatic,,Petrol,,Abakaliki,1000
Lexus RX 300 For Sale At Affordable Price,"1,000,000",Lexus,RX,2001,,Automatic,,Petrol,,Abuja,1000
Toyota Sienna For Sale At Affordable Price,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abeokuta,1000
Toyota Camry For Sale At Affordable Price,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abakaliki,1000
Toyota Camry For Sale,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,1700
Tokunbo 2008 / 2009 Toyota Camry Sport,"2,550,000",Toyota,Camry,2009,,Automatic,,Petrol,,Lagos,4780
CLEAN LEXUS RX350,"2,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Abuja,22453
foreign used Toyota venza 2008 model for sale buy and drive,"1,600,000",Toyota,Venza,2002,,Automatic,,Petrol,,Warri,124536
This is a clean Tokunbo Toyota Venza for sale.,"1,700,000",Toyota,Venza,2002,,Automatic,,Petrol,,Harcourt,586935
foreign used Toyota venza 2008 model for sale,"1,600,000",Toyota,Venza,2002,,Automatic,,Petrol,,Uyo,463978
Volkswagen Golf,"1,000,000",Volkswagen,Golf,2002,,Automatic,,Petrol,,Abakaliki,180
Toyota matrix,"1,150,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Abakaliki,2401
Toyota Corolla ,"1,970,000",Toyota,Camry,2004,,Automatic,,Petrol,,Mainland,254100
Volkswagen Golf 4 ,"1,180,000",Volkswagen,Golf,2002,,Automatic,,Petrol,,Lagos,25400
"Honda Accord CrossTour 2010, Automatic","2,000,000",Honda,Accord,2004,,Automatic,,Petrol,,Lagos,47804
"Toyota Highlander 2012, Automatic","2,000,000",Toyota,Highlander,2003,,Automatic,,Petrol,,Lagos,36480
"Toyota Camry 2008, Automatic ","1,600,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,47505
"Toyota Highlander 2010, Automatic","1,900,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Lagos,74850
2008 toyota camry,"1,900,000",Toyota,Camry,2002,,Automatic,,Petrol,,Warri,3059
2012 toyota highlander ,"1,400,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Lagos,3000
Toyota RAV4 For Sale At Affordable Price,"1,200,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Abeokuta,2000
2013 toyota camry,"1,400,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,3009
Toyota Hiace,"1,100,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Abakaliki,200
Toyota Hiace.,"1,100,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Abakaliki,200
toyota corolla 2012 model model ,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Calabar,76
"Tokunbo Toyota Sienna XLE - 2005

","1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,76
Toyota Corolla For sale at Affordable Price,"1,100,000",Toyota,Corolla,2001,,Automatic,,Petrol,,Akure,1000
Toyota RAV4 For sale at Affordable Price,"1,200,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Ekiti,1200
Toyota Camry For Sale At Affordable Price,"1,100,000",Lexus,RX,2001,,Automatic,,Petrol,,Abuja,1100
Lexus RX 330 2006 For sale at Affordable Price,"1,300,000",Lexus,RX,2002,,Automatic,,Petrol,,Ekiti,2000
Toyota Sienna For sale at Affordable Price,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abuja,1300
Toyota Tacoma For sale at Affordable Price,"1,300,000",Toyota,Tacoma,2002,,Automatic,,Petrol,,Abuja,1200
Toyota Sienna For sale at Affordable Price,"1,200,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abeokuta,1100
Toyota Highlander For sale at Affordable Price,"1,250,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Abakaliki,1000
Toyota Avensis,"1,100,000",Toyota,Avensis,2002,,Automatic,,Petrol,,Abakaliki,270
2004 Toyota Camry is full of options buy and drive ,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,1000
2005 Toyota sienna is full of options buy and drive ,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ekiti,1000
"Mercedes Benz Gle 450

for sale","2,000,000",Mercedes,GL -class,2003,,Automatic,,Petrol,,Lagos,140
2004 Toyota Camry is full of options buy and drive ,"1,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ibadan,1000
Mercedes GLE 450 for sale,"2,100,000",Mercedes,GL -class,2002,,Automatic,,Petrol,,Lagos,140
2002 Toyota Camry is full of options buy and drive ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ilorin,1000
2006 Toyota Camry is full of options buy and drive ,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,1000
Mercedes-benz GLE 350 for sale,"2,000,000",Mercedes,GL -class,2005,,Automatic,,Petrol,,Harcourt,140
Toyota Highlander,"1,200,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Ekiti,3601
2009 Toyota Camry is full of options buy and drive ,"1,400,000",Toyota,Camry,2002,,Automatic,,Petrol,,Calabar,1000
2006 Toyota rav4 is full of options buy and drive ,"1,200,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Ekiti,1000
2005 Toyota Corolla is full of options buy and drive ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
2000 Lexus rx300 is full of options buy and drive ,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Ilorin,1000
Toyota Corolla blue,"1,350,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Badagry,85000
Toyota highlander 2006 ,"3,500,000",Toyota,Highlander,2007,,Automatic,,Petrol,,Lagos,13000
2006 Toyota Corolla is full of options ,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Yola,1000
2003 Lexus es330 is full of options ,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Abuja,1000
direct tukubo Nissan micra for sale,"1,000,000",Nissan,Micra,2002,,Automatic,,Petrol,,A'Giwa,23255
direct Honda CR-V 2008 for sale,"1,100,000",Honda,CR-V,2002,,Automatic,,Petrol,,Runner,35625
toyota corolla 2003,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Minna,1230
TOYOTA CAMRY 2007 ,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Zaria,4700
toyota rav4 2004,"1,050,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Akure,42000
Honda Ridgeline 2006 model,"4,000,000",Honda,Ridgeline,2006,,Automatic,,Petrol,,Owerri,174000
toyota sienna 2008 ,"1,600,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ibadan,2111
toyota corolla 2005,"1,150,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Minna,2311
foreign used Toyota venza 2008 model for sale,"1,700,000",Toyota,Venza,2002,,Automatic,,Petrol,,Uyo,123456
Clean Toyota camry ,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,24564
Mazda Mpv,"1,150,000",Mazda,MPV,2001,,Automatic,,Petrol,,Jos,260
Toyota Avensis,"1,100,000",Toyota,Avensis,2001,,Automatic,,Petrol,,Abeokuta,196
Lexus RX 330,"3,200,000",Lexus,RX,2005,,Automatic,,Petrol,,Lagos,196
Lexus RX 330,"3,200,000",Lexus,RX,2005,,Automatic,,Petrol,,Lagos,196
Toyota Solora,"1,700,000",Toyota,Solara,2001,,Automatic,,Petrol,,Alafia,196
Toyota Sienna,"1,100,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Abakaliki,160
Toyota Camry,"1,100,000",Toyota,Camry,2001,,Automatic,,Petrol,,Agu,196
Toyota Corrola,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Akure,219
toyota camry 2008,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,2311
toyota sienna 2004,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Asaba,1244
foreign used Toyota venza 2008 model for sale buy and drive,"1,500,000",Toyota,Venza,2002,,Automatic,,Petrol,,Harcourt,254639
foreign used Toyota venza 2008 model for sale buy and drive,"1,400,000",Toyota,Venza,2002,,Automatic,,Petrol,,Warri,452369
2007 Clean Toyota Solara Very Neat,"1,000,000",Toyota,Solara,2002,,Automatic,,Petrol,,Lagos,354211
Lexus ES330,"2,000,000",Lexus,ES,2003,,Automatic,,Petrol,,Ibadan,1821
2006 toyota sienna xle,"1,400,000",Toyota,Sienna,2001,,Automatic,,Petrol,,Abuja,3003
2008 toyota matrix,"1,100,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,3008
2002 Toyota Camry is full of options ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,1000
2008 Toyota corolla,"2,500,000",Toyota,Corolla,2008,,Automatic,,Petrol,,Lagos,98
1998 Toyota picnic,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Onitsha,147
2005 Suzuki super carry,"1,000,000",Suzuki,Super Carry,2002,,Manual,,Petrol,,Gwagwalada,382
2001 Toyota Camry,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,376
2007 . NISSAN ALMERA ,"1,000,000",Nissan,Almera,2002,,Automatic,,Petrol,,Calabar,1242
1998 Toyota Sienna,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ekiti,1223
2004 Toyota Avalon,"1,000,000",Toyota,Avalon,2002,,Automatic,,Petrol,,Abakaliki,242
clean tokunbo Toyota Avalon for sale,"2,000,000",Toyota,Avalon,2007,,Automatic,,Petrol,,Lagos,5000
2005 Toyota rav4 is full of options ,"1,000,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Jos,1000
Toyota Avalon for sale at affordable price,"2,000,000",Toyota,Avalon,2006,,Automatic,,Petrol,,Ijesha,5000
2007 toyota highlander ,"1,000,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Lagos,3075
2018 NISSAN LEAF S,"1,800,000",Nissan,Leaf,2002,,Automatic,,Petrol,,Onitsha,2718
Toyota yaris for sales at an affordable price ,"2,000,000",Toyota,Yaris,2007,,Automatic,,Petrol,,Festac,5000
2004 Toyota Camry is full of options ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abuja,1000
2002 Toyota picnic is full of options ,"1,000,000",Toyota,Picnic,2002,,Automatic,,Petrol,,Ilorin,1000
TOYOTA 2009 Camry for sale,"1,250,000",Toyota,Camry,2003,,Automatic,,Petrol,,Abolgbene,45888
Toyota Camry 2004 is full of options ,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ibadan,1000
2008 Lexus es 350 ,"1,400,000",Lexus,ES,2001,,Automatic,,Petrol,,Lagos,3009
2004 Toyota sienna is full of options ,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Ilorin,1000
Lexus RX for sale at affordable price,"2,000,000",Lexus,RX,2009,,Automatic,,Petrol,,Maiduguri,5000
Toyota Camry for sale at affordable price,"2,000,000",Toyota,Camry,2005,,Automatic,,Petrol,,Calabar,5000
clean tokunbo Lexus RX for sale at affordable price call or whatsap me,"2,000,000",Lexus,RX,2007,,Automatic,,Petrol,,Lagos,5000
clean tokunbo Toyota 4 runner for sale,"2,000,000",Toyota,4runner,2004,,Automatic,,Petrol,,Onitsha,5000
2010 Nissan amarnda,"1,400,000",Nissan,Altima,2001,,Automatic,,Petrol,,Owerri,3008
clean Toyota Camry for sale at affordable price,"2,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Asaba,5000
2003 TOYOTA COROLLA CE,"1,150,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Uyo,299999
2003 Lexus es330 is full of options ,"1,300,000",Lexus,ES,2002,,Automatic,,Petrol,,Abuja,1000
2005 Toyota Corolla is full of options ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
2013 hyundai sonata,"1,400,000",Hyundai,Sonata,2002,,Automatic,,Petrol,,Calabar,3097
2004 Toyota Camry is full of options ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Jos,1000
2005 Toyota rav4 is full of options ,"1,100,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Ilorin,2000
2002 Toyota venza is full of options ,"2,500,000",Toyota,Venza,2002,,Automatic,,Petrol,,Jos,1000
2010 hyundai sonata,"1,100,000",Hyundai,Sonata,2001,,Automatic,,Petrol,,Lagos,3009
2004 toyota camry big daddy ,"1,100,000",Toyota,Camry,2001,,Automatic,,Petrol,,Lagos,3006
Direct tokunbo Toyota Hiace bus for sale,"1,850,000",Toyota,Hiace,2002,,Automatic,,Petrol,,Abuja,6757
Mercedes Benz glk 2015,"5,000,000",Mercedes,GLK -class,2001,,Automatic,,Petrol,,Ogbomosho,1234
Mercedes Benz glk 2015,"5,000,000",Mercedes,GLK -class,2001,,Automatic,,Petrol,,Ogbomosho,1234
Mercedes Benz es350 2010,"1,000,000",Mercedes,E -class,2001,,Automatic,,Petrol,,Ogbomosho,1234
BMW x7 2018,"2,500,000",BMW,7,2001,,Automatic,,Petrol,,Ogbomosho,1234
Lexus es 350 2008,"1,000,000",Lexus,ES,2001,,Automatic,,Petrol,,Ogbomosho,1234
"Toyota Highlander 2004, Automatic","1,800,000",Toyota,Highlander,2004,,Automatic,,Petrol,,Lagos,47850
"Lexus RX 2003, Automatic","2,600,000",Lexus,RX,2003,,Automatic,,Petrol,,Lagos,25000
2003 Toyota matrix is full of options ,"1,000,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Abuja,1000
"Honda Accord 2001, Automatic","1,600,000",Honda,Accord,2001,,Automatic,,Petrol,,Lagos,74805
2018 Mercedes Benz E300 for sale,"12,000,000",Mercedes,E -class,2002,,Automatic,,Petrol,,Calabar,8542
2012 Mercedes Benz e350 4matic for sale,"2,000,000",Mercedes,E -class,2002,,Automatic,,Petrol,,Harcourt,52563
2004 toyota camry big daddy ,"1,100,000",Toyota,Camry,2001,,Automatic,,Petrol,,Owerri,3000
well used 2010 toyota venza for sale,"1,690,000",Toyota,Venza,2002,,Automatic,,Petrol,,Uyo,25634
toks 2013 toyota venza,"1,580,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,85463
2014 toyota venza for sale,"1,850,000",Toyota,Venza,2002,,Automatic,,Petrol,,Harcourt,25463
Volkswagen Golf 2003,"1,000,000",Volkswagen,Golf,2003,,Automatic,,Petrol,,Lagos,25000
Toyota,"2,050,000",Toyota,Camry,2008,,Automatic,,Petrol,,Mainland,125000
2010 Toyota Corolla,"2,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,125188
2004 toyota sienna,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Calabar,3000
Toyota,"1,600,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,85000
2002 TOYOTA SIENNA LE,"1,100,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Onitsha,202923
2010 TOYOTA TACOMA ACCESS CAB ,"1,800,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abakaliki,198862
2008 TOYOTA SIENNA CE,"1,150,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Calabar,147
2008 TOYOTA SIENNA CE,"1,150,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Asaba,147
2009 TOYOTA CAMRY ,"1,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Uyo,12345
2009 TOYOTA CAMRY,"1,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Ekiti,12468
2006 LEXUS RX 330 |,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,12423
2006 LEXUS RX 330 |,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Ibadan,12423
2006 LEXUS RX 330 ,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Harcourt,12422
"Mercedes-Benz ML 2001, Automatic","2,200,000",Mercedes,ML -class AMG,2001,,Automatic,,Petrol,,Lagos,74508
2002 Lexus rx300 is full of options ,"1,100,000",Lexus,RX,2002,,Automatic,,Petrol,,Calabar,1000
2002 Toyota ,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,47056
2010 Toyota Venza,"2,000,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,12158
"Toyota Venza 2002, Automatic, 2.5 litres","2,000,000",Toyota,Venza,2003,,Automatic,,Petrol,,Lagos,74085
2004 Toyota sienna is full of options ,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abuja,1000
"Toyota Sienna 2002, Automatic","1,900,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,78405
2010 Toyota highlander is full of options ,"1,200,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Yola,2000
2015 Toyota Corolla,"3,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,12000
Lexus rx350 is full of options ,"2,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Akure,2000
2005 Toyota Corolla is full of options ,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Akure,1000
clean Toyota Avalon for sale,"2,000,000",Toyota,Avalon,2006,,Automatic,,Petrol,,Calabar,5000
2005 Toyota rav4 is full of options ,"1,000,000",Toyota,RAV4,2002,,Automatic,,Petrol,,Akure,1000
toyota solara for sale ,"2,000,000",Toyota,Solara,2008,,Automatic,,Petrol,,Harcourt,5000
2011 Toyota highlander is full of options ,"1,500,000",Toyota,Highlander,2002,,Automatic,,Petrol,,Harcourt,2000
