Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
Toyota Avalon 2018,"2,000,000",Toyota,Avalon,2002,,Automatic,,Petrol,,A'Giwa,14000
2006 Toyota Coaster Bus,"3,800,000",Toyota,Hiace,2006,,Manual,,Petrol,,Abuja,240000
Toyota,"2,800,000",Toyota,Camry,2008,,Automatic,,Petrol,,Ikeja,25000
Toyota,"2,200,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Ojota,12000
Toyota,"1,100,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,1000
2003 MERCEDES-BENZ E 300 4MATIC,"1,550,000",Mercedes,E -class,2003,,Automatic,,Petrol,,Lagos,16507
2004 MERCEDES-BENZ GLA 250,"2,250,000",Mercedes,GLK -class,2004,,Automatic,,Petrol,,Lagos,14708
2014 TOYOTA CAMRY LE,"1,380,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,86
2014 TOYOTA CAMRY SE,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,100
2014 TOYOTA COROLLA LE,"1,650,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,33
2014 TOYOTA COROLLA LE,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,80
 TOYOTA CAMRY XLE,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,67
2002  DODGE DART SX,"1,350,000",Dodge,Dakota,2002,,Automatic,,Petrol,,Lagos,17408
2010 Foreign used Mercedes Benz,"2,500,000",Mercedes,C -class,2002,,Automatic,,Petrol,,Abeokuta,11482
2004 HONDA CR-V EXL,"2,150,000",Honda,CR-V,2004,,Automatic,,Petrol,,Lagos,17870
2004 HONDA INSIGHT EX,"1,850,000",Honda,Insight,2004,,Automatic,,Petrol,,Lagos,14708
2004 HONDA ACCORD EX ,"1,750,000",Honda,Accord,2004,,Automatic,,Petrol,,Lagos,11708
2004 CHEVROLET SPARK 1LT,"1,550,000",Chevrolet,Spark,2004,,Automatic,,Petrol,,Lagos,14708
2003 HUMMER H3,"1,600,000",Hummer,H3,2003,,Automatic,,Petrol,,Lagos,14705
Lexus,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
Toyota,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
2003 NISSAN MURANO S,"1,500,000",Nissan,Murano,2003,,Automatic,,Petrol,,Lagos,17405
2003 NISSAN ROGUE S,"1,650,000",Nissan,Rogue,2003,,Automatic,,Petrol,,Lagos,17452
2004 TOYOTA RAV4 XLE,"2,000,000",Toyota,RAV4,2004,,Automatic,,Petrol,,Lagos,16408
2004 TOYOTA SCION XD,"1,250,000",Toyota,Spacio,2004,,Automatic,,Petrol,,Lagos,14508
2002 TOYOTA CAMRY L ,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,14708
2003 TOYOTA CAMRY LE,"1,500,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,16508
2002 TOYOTA CAMRY BASE ,"1,400,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,17408
2004 TOYOTA RAV4 XLE,"2,000,000",Toyota,RAV4,2004,,Automatic,,Petrol,,Lagos,19784
2003 TOYOTA COROLLA BASE,"1,450,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,16740
20004 TOYOTA RAV4 LE,"2,000,000",Toyota,RAV4,2004,,Automatic,,Petrol,,Lagos,16708
07 Lexus IS250 for sale,"1,200,000",Lexus,IS,2002,,Automatic,,Petrol,,Lagos,86
2007 Lexus IS250,"1,650,000",Lexus,IS,2002,,Automatic,,Petrol,,Lagos,45
007 Lexus IS250,"1,350,000",Lexus,IS,2002,,Automatic,,Petrol,,Lagos,100
07 Lexus IS250,"1,450,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,80
2008 Lexus ES 350 foreign used,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,115324
2016 TOYOTA LIMITED 4RUNNER,"8,000,000",Toyota,4runner,2002,,Automatic,,Petrol,,Mainland,9000
2015 Toyota 4runner,"3,550,000",Toyota,4runner,2002,,Automatic,,Petrol,,Town,35000
2013 Toyota Venza ,"2,600,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,12000
2010 Toyota Venza ,"2,000,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abuja,90000
2012 White Toyota Venza,"2,000,000",Toyota,Venza,2002,,Automatic,,Petrol,,Agabala,99000
2005 Foreign used Toyota Camry,"1,050,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,11473
2015 Foreign used Toyota Camry,"4,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,11482
2006 Foreign used Toyota Corolla,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abeokuta,11426
2009 Lexus RX 350 foreign used,"2,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,136175
2008 Lexus RX 350 foreign used ,"1,850,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,135179
2013 foreign used Acura ZDX,"2,800,000",Acura,ZDX,2002,,Automatic,,Petrol,,Abeokuta,11584
2010 Foreign used Toyota Venza,"2,850,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abeokuta,11482
2011 foreign used Lexus RX 350,"2,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,11452
2010 Foreign used Acura ZDX,"2,500,000",Acura,ZDX,2002,,Automatic,,Petrol,,Abeokuta,11453
2005 Foreign used Lexus Es330,"1,050,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,11432
2008 foreign used Toyota Camry muscle,"1,800,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,118542
2006 Foreign used Lexus RX330 ,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,11426
2006 foreign used Toyota Camry muscle,"2,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,11853
2009 Toyota Venza,"3,200,000",Toyota,Camry,2009,,Automatic,,Petrol,,Abeokuta,11436
2003 TOYOTA CAMRY XLE,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Town,7500
2008 foreign used Mercedes Benz C300,"2,800,000",Mercedes,C -class,2002,,Automatic,,Petrol,,Abeokuta,115243
2003 TOYOTA CAMRY,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Bariga,980
2004 TOYOTA CAMRY,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,900
2006 foreign used Toyota Camry muscle,"2,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,22546
2010 Toyota Camry Muscle,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,70
2002 DODGE CHARGER SXT,"1,650,000",Dodge,Charger,2002,,Automatic,,Petrol,,Lagos,14507
2010 Toyota Camry Muscle,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,0000086
2009 foreign used Lexus ES 350 ,"2,800,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,11624
Auction 2008 Toyota Camry Muscle,"1,280,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,100
2009 Toyota Camry Muscle,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,47
Toyota Camry Muscle for sale,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,86
2009 Toyota Camry Muscle for sale,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,80
Superb Acura MDX up for Grabs,"2,789,654",Acura,MDX,2008,,Automatic,,Petrol,,Abuja,97000
2008 Toyota Prado tokunbo for sale.,"1,350,000",Toyota,Prado,2002,,Automatic,,Petrol,,Lagos,58
CLEAN 2009 TOYOTA PRADO,"1,450,000",Toyota,Prado,2002,,Automatic,,Petrol,,Lagos,86
2004 MAZDA CX-5 GT,"1,750,000",Mazda,CX-7,2004,,Automatic,,Petrol,,Lagos,18504
Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
2004 MAZDA CX-5 GT,"1,750,000",Mazda,CX-7,2004,,Automatic,,Petrol,,Lagos,18504
Very clean Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,12101
Clean Toyota Corolla,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,16121
Toyota Corolla Sport,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,13121
Toyota Corolla 2004/for sale,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Apapa,77000
2004 FORD ESCAPE SE,"1,800,000",Ford,Escape,2004,,Automatic,,Petrol,,Lagos,18470
Neat Toyota sienna for sale,"1,250,000",Toyota,Sienna,2004,,Automatic,,Petrol,,Lagos,12101
Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,12101
Toyota venza 2010,"1,450,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abuja,140
Toyota Avalon 2018,"2,000,000",Toyota,Avalon,2002,,Automatic,,Petrol,,A'Giwa,14000
2006 Toyota Coaster Bus,"3,800,000",Toyota,Hiace,2006,,Manual,,Petrol,,Abuja,240000
Toyota,"2,800,000",Toyota,Camry,2008,,Automatic,,Petrol,,Ikeja,25000
Toyota,"2,200,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Ojota,12000
Toyota,"1,100,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,1000
2003 MERCEDES-BENZ E 300 4MATIC,"1,550,000",Mercedes,E -class,2003,,Automatic,,Petrol,,Lagos,16507
2004 MERCEDES-BENZ GLA 250,"2,250,000",Mercedes,GLK -class,2004,,Automatic,,Petrol,,Lagos,14708
Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
Toyota venza 2010,"1,450,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abuja,140
Toyota Avalon 2018,"2,000,000",Toyota,Avalon,2002,,Automatic,,Petrol,,A'Giwa,14000
2006 Toyota Coaster Bus,"3,800,000",Toyota,Hiace,2006,,Manual,,Petrol,,Abuja,240000
Toyota,"2,800,000",Toyota,Camry,2008,,Automatic,,Petrol,,Ikeja,25000
Toyota,"2,200,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Ojota,12000
Toyota,"1,100,000",Toyota,Matrix,2002,,Automatic,,Petrol,,Lagos,1000
2003 MERCEDES-BENZ E 300 4MATIC,"1,550,000",Mercedes,E -class,2003,,Automatic,,Petrol,,Lagos,16507
2004 MERCEDES-BENZ GLA 250,"2,250,000",Mercedes,GLK -class,2004,,Automatic,,Petrol,,Lagos,14708
2014 TOYOTA CAMRY LE,"1,380,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,86
2014 TOYOTA CAMRY SE,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,100
2014 TOYOTA COROLLA LE,"1,650,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,33
2014 TOYOTA COROLLA LE,"1,500,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,80
 TOYOTA CAMRY XLE,"1,450,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,67
2002  DODGE DART SX,"1,350,000",Dodge,Dakota,2002,,Automatic,,Petrol,,Lagos,17408
2010 Foreign used Mercedes Benz,"2,500,000",Mercedes,C -class,2002,,Automatic,,Petrol,,Abeokuta,11482
2004 HONDA CR-V EXL,"2,150,000",Honda,CR-V,2004,,Automatic,,Petrol,,Lagos,17870
2004 HONDA INSIGHT EX,"1,850,000",Honda,Insight,2004,,Automatic,,Petrol,,Lagos,14708
2004 HONDA ACCORD EX ,"1,750,000",Honda,Accord,2004,,Automatic,,Petrol,,Lagos,11708
2004 CHEVROLET SPARK 1LT,"1,550,000",Chevrolet,Spark,2004,,Automatic,,Petrol,,Lagos,14708
2003 HUMMER H3,"1,600,000",Hummer,H3,2003,,Automatic,,Petrol,,Lagos,14705
Lexus,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
Toyota,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
2003 NISSAN MURANO S,"1,500,000",Nissan,Murano,2003,,Automatic,,Petrol,,Lagos,17405
2003 NISSAN ROGUE S,"1,650,000",Nissan,Rogue,2003,,Automatic,,Petrol,,Lagos,17452
2004 TOYOTA RAV4 XLE,"2,000,000",Toyota,RAV4,2004,,Automatic,,Petrol,,Lagos,16408
2004 TOYOTA SCION XD,"1,250,000",Toyota,Spacio,2004,,Automatic,,Petrol,,Lagos,14508
2002 TOYOTA CAMRY L ,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,14708
2003 TOYOTA CAMRY LE,"1,500,000",Toyota,Camry,2003,,Automatic,,Petrol,,Lagos,16508
2002 TOYOTA CAMRY BASE ,"1,400,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,17408
2004 TOYOTA RAV4 XLE,"2,000,000",Toyota,RAV4,2004,,Automatic,,Petrol,,Lagos,19784
2003 TOYOTA COROLLA BASE,"1,450,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,16740
20004 TOYOTA RAV4 LE,"2,000,000",Toyota,RAV4,2004,,Automatic,,Petrol,,Lagos,16708
07 Lexus IS250 for sale,"1,200,000",Lexus,IS,2002,,Automatic,,Petrol,,Lagos,86
2007 Lexus IS250,"1,650,000",Lexus,IS,2002,,Automatic,,Petrol,,Lagos,45
007 Lexus IS250,"1,350,000",Lexus,IS,2002,,Automatic,,Petrol,,Lagos,100
07 Lexus IS250,"1,450,000",Lexus,ES,2002,,Automatic,,Petrol,,Lagos,80
2008 Lexus ES 350 foreign used,"1,500,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,115324
2016 TOYOTA LIMITED 4RUNNER,"8,000,000",Toyota,4runner,2002,,Automatic,,Petrol,,Mainland,9000
2015 Toyota 4runner,"3,550,000",Toyota,4runner,2002,,Automatic,,Petrol,,Town,35000
2013 Toyota Venza ,"2,600,000",Toyota,Venza,2002,,Automatic,,Petrol,,Lagos,12000
2010 Toyota Venza ,"2,000,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abuja,90000
2012 White Toyota Venza,"2,000,000",Toyota,Venza,2002,,Automatic,,Petrol,,Agabala,99000
2005 Foreign used Toyota Camry,"1,050,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,11473
2015 Foreign used Toyota Camry,"4,500,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,11482
2006 Foreign used Toyota Corolla,"1,100,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abeokuta,11426
2009 Lexus RX 350 foreign used,"2,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,136175
2008 Lexus RX 350 foreign used ,"1,850,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,135179
2013 foreign used Acura ZDX,"2,800,000",Acura,ZDX,2002,,Automatic,,Petrol,,Abeokuta,11584
2010 Foreign used Toyota Venza,"2,850,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abeokuta,11482
2011 foreign used Lexus RX 350,"2,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,11452
2010 Foreign used Acura ZDX,"2,500,000",Acura,ZDX,2002,,Automatic,,Petrol,,Abeokuta,11453
2005 Foreign used Lexus Es330,"1,050,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,11432
2008 foreign used Toyota Camry muscle,"1,800,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,118542
2006 Foreign used Lexus RX330 ,"1,500,000",Lexus,RX,2002,,Automatic,,Petrol,,Abeokuta,11426
2006 foreign used Toyota Camry muscle,"2,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,11853
2009 Toyota Venza,"3,200,000",Toyota,Camry,2009,,Automatic,,Petrol,,Abeokuta,11436
2003 TOYOTA CAMRY XLE,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Town,7500
2008 foreign used Mercedes Benz C300,"2,800,000",Mercedes,C -class,2002,,Automatic,,Petrol,,Abeokuta,115243
2003 TOYOTA CAMRY,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Bariga,980
2004 TOYOTA CAMRY,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,900
2006 foreign used Toyota Camry muscle,"2,100,000",Toyota,Camry,2002,,Automatic,,Petrol,,Abeokuta,22546
2010 Toyota Camry Muscle,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,70
2002 DODGE CHARGER SXT,"1,650,000",Dodge,Charger,2002,,Automatic,,Petrol,,Lagos,14507
2010 Toyota Camry Muscle,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,0000086
2009 foreign used Lexus ES 350 ,"2,800,000",Lexus,ES,2002,,Automatic,,Petrol,,Abeokuta,11624
Auction 2008 Toyota Camry Muscle,"1,280,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,100
2009 Toyota Camry Muscle,"1,350,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,47
Toyota Camry Muscle for sale,"1,300,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,86
2009 Toyota Camry Muscle for sale,"1,250,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,80
Superb Acura MDX up for Grabs,"2,789,654",Acura,MDX,2008,,Automatic,,Petrol,,Abuja,97000
2008 Toyota Prado tokunbo for sale.,"1,350,000",Toyota,Prado,2002,,Automatic,,Petrol,,Lagos,58
CLEAN 2009 TOYOTA PRADO,"1,450,000",Toyota,Prado,2002,,Automatic,,Petrol,,Lagos,86
2004 MAZDA CX-5 GT,"1,750,000",Mazda,CX-7,2004,,Automatic,,Petrol,,Lagos,18504
Very clean Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,12101
Clean Toyota Corolla,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,16121
Toyota Corolla Sport,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,13121
Toyota Corolla 2004/for sale,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Apapa,77000
2004 FORD ESCAPE SE,"1,800,000",Ford,Escape,2004,,Automatic,,Petrol,,Lagos,18470
Neat Toyota sienna for sale,"1,250,000",Toyota,Sienna,2004,,Automatic,,Petrol,,Lagos,12101
Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,12101
Super clean Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,55121
Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Lagos,12101
2003 INFINITI QX60,"2,000,000",Infiniti,QX56,2003,,Automatic,,Petrol,,Lagos,15740
2004 INFINITI QX56 ,"2,800,000",Infiniti,FX56,2004,,Automatic,,Petrol,,Lagos,17408
2002 INFINITI G37 BASE,"1,850,000",Infiniti,G37,2002,,Automatic,,Petrol,,Lagos,13406
Toyota Corolla 2004/for sale,"1,850,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Apapa,17630
Pathfinder jeep 2004 model,"2,350,000",Nissan,Pathfinder,2004,,Automatic,,Petrol,,Karu,4750
2002 TOYOTA SIENNA XLE,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Harcourt,900
2000 Toyota Sienna Xle,"1,000,000",Toyota,Sienna,2002,,Manual,,Petrol,,Ilishan,600
2005 Toyota Sienna,"1,000,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abuja,35000
2011 Toyota Corolla,"1,200,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Harcourt,78000
2011 Toyota Corolla,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Abuja,28000
2011 Toyota  Corolla Sport,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,97000
2011 Toyota Corolla LE,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Ikeja,60000
2011 Toyota sienna,"1,500,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Calabar,67000
2011 Toyota sienna,"1,500,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Abuja,28000
2010 Lexus Rx350,"2,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Akure,70000
2010 Lexus RX350,"2,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,12000
2016 Honda Accord EX,"1,400,000",Honda,Accord,2002,,Automatic,,Petrol,,Harcourt,8000
2018 Honda civic,"1,000,000",Honda,Civic,2002,,Automatic,,Petrol,,Island,900
2018 Honda accord sport,"1,350,000",Honda,Accord,2002,,Automatic,,Petrol,,Lagos,998
2004 BMW X3 SDRIVE30I ,"2,450,000",BMW,X3,2004,,Automatic,,Petrol,,Lagos,12707
2004 HYUNDAI SANTA FE SPORT,"2,100,000",Hyundai,Sonata,2004,,Automatic,,Petrol,,Lagos,13470
2003 PONTIAC G6 BASE,"1,450,000",Pontiac,G6,2003,,Automatic,,Petrol,,Lagos,17405
2003 PONTIAC AZTEK,"2,000,000",Pontiac,Aztec,2003,,Automatic,,Petrol,,Lagos,15807
2004 PONTIAC VIBE GT,"1,950,000",Pontiac,Vibe,2004,,Automatic,,Petrol,,Lagos,17408
2003 KIA FORTE EX,"1,850,000",Kia,Forte,2003,,Automatic,,Petrol,,Lagos,13408
2004 KIA SORENTO SX,"2,100,000",Kia,Sorento,2004,,Automatic,,Petrol,,Lagos,45740
2004 LAND ROVER DISCOVERY SPORT HSE LUXURY,"2,650,000",Land rover,Discovery,2004,,Automatic,,Petrol,,Lagos,45708
2003 LAND ROVER LR3 SE,"2,750,000",Land rover,Range Rover,2003,,Automatic,,Petrol,,Lagos,45708
2004 LEXUS ES 350,"1,550,000",Lexus,ES,2004,,Automatic,,Petrol,,Lagos,45078
Neat Toyota Camry red for sale,"1,250,000",Toyota,Camry,2004,,Automatic,,Petrol,,Lagos,12101
Toyota Corolla for sale,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,55121
Toyota Sienna 1999 model ,"1,000,000",Toyota,Camry,2003,,Automatic,,Petrol,,Harcourt,63120
Lexus RX350 ,"1,000,000",Lexus,RX,2004,,Automatic,,Petrol,,Ikeja,210787
Foreign used 2010 Toyota venza,"3,800,000",Toyota,Venza,2002,,Automatic,,Petrol,,Abeokuta,11524
Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Apapa,16730
Toyota Matrix ,"1,800,000",Toyota,Matrix,2003,,Automatic,,Petrol,,Lagos,12400
Toyota Corolla 2001/for sale ,"1,185,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Apapa,16730
Toyota Corolla for sale ,"1,100,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Apapa,16730
Toyota,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Lagos,141003
Lexus,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
TOYOTA ,"1,500,000",Toyota,Avanza,2002,,Automatic,,Petrol,,Lagos,1000
Toyota,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Lagos,100421
TOYOTA ,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
Toyota,"1,000,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Lagos,124331
Toyota camry,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Harcourt,10788
Toyota corolla le,"1,000,000",Toyota,Camry,2004,,Automatic,,Petrol,,Mainland,10755
foreign used Lexus Rx350 2010 model for sale,"1,200,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,236512
Clean Toyota Corolla Sport 2004,"1,100,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Harcourt,49573
Toyota_Camry 2009,"3,200,000",Toyota,Camry,2009,,Automatic,,Petrol,,Lagos,49573
2008 Lexus ES 350 3.5L FWD Red For Sale.,"2,950,000",Lexus,ES,2008,,Automatic,,Petrol,,Lagos,66902
Toyota,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Harcourt,231452
2012 BMW X6 Silver Available,"2,700,000",BMW,X6,2003,,Automatic,,Petrol,,Harcourt,89610
2012 BMW X6 Supper White,"2,650,000",BMW,X6,2003,,Automatic,,Petrol,,Harcourt,74512
2013 BMW X6 Red Color,"2,750,000",BMW,X6,2003,,Automatic,,Petrol,,Harcourt,85100
Lexus,"3,200,000",Lexus,IS,2006,,Automatic,,Petrol,,Surulere,65000
Toyota,"1,700,000",Toyota,Corolla,2003,,Automatic,,Petrol,,Abuja,102000
Toyota Camry,"1,350,000",Toyota,Highlander,2001,,Automatic,,Petrol,,Mainland,241000
Toyota Highlander ,"2,500,000",Toyota,Highlander,2005,,Automatic,,Petrol,,Mainland,12400
2017 model Toyota sienna for sale,"5,500,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Apapa,25400
CLEAN TOYOTA CAMRY TOKUNBO ,"1,200,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,180
Toyota Corolla for sale,"1,150,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Apapa,180
Toyota Corolla for sale,"1,150,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Apapa,180
Toyota Corolla for sale,"1,250,000",Toyota,Corolla,2004,,Automatic,,Petrol,,Apapa,16730
Toyota,"1,000,000",Toyota,Corolla,2002,,Automatic,,Petrol,,Lagos,1000
Lexus,"1,000,000",Lexus,RX,2002,,Automatic,,Petrol,,Lagos,1000
Toyota,"1,000,000",Toyota,Camry,2002,,Automatic,,Petrol,,Lagos,1000
2012 MERCEDES BENZ E350 FOR SALE,"1,450,000",Mercedes,E -class,2002,,Automatic,,Petrol,,Lagos,47
CLEAN MERCEDES BENZ E350,"1,350,000",Mercedes,E -class,2002,,Automatic,,Petrol,,Abuja,86
2018 Lexus GX460 Available Grey,"3,950,000",Lexus,GX,2003,,Automatic,,Petrol,,Harcourt,63100
2008 toyota sienna,"1,250,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,87
2008 toyota sienna,"1,350,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,85
2008 toyota sienna,"1,500,000",Toyota,Sienna,2002,,Automatic,,Petrol,,Lagos,84
2013 Toyota Tacoma Tokunbo For Sale,"2,500,000",Toyota,Tacoma,2003,,Automatic,,Petrol,,Harcourt,96310
2007 Lexus Gx470 Extremely Clean Registered,"1,350,000",Lexus,GX,2003,,Automatic,,Petrol,,Harcourt,79631
Volkswagen Transporter Blue,"1,000,000",Volkswagen,Transporter,2003,,Manual,,Petrol,,Harcourt,74120
Volkswagen Transporter Available Now,"1,000,000",Volkswagen,Transporter,2003,,Manual,,Petrol,,Harcourt,65000
2007 Toyota Sienna Grey ,"1,000,000",Toyota,Sienna,2003,,Automatic,,Petrol,,Harcourt,63200
Foreign Used 2007 Mercedes R350 4matic,"1,150,000",Mercedes,R -class,2003,,Automatic,,Petrol,,Harcourt,85120
2013 Toyota Venza Mint Black,"1,700,000",Toyota,Venza,2003,,Automatic,,Petrol,,Harcourt,96123
Jeep Compas 2014 Limited Edition,"1,250,000",Jeep,Compass,2003,,Automatic,,Petrol,,Harcourt,71420
BMW X6 Wine Available 2010 Model ,"2,100,000",BMW,X6,2003,,Automatic,,Petrol,,Harcourt,74110
